headline,source,label
"Israel, Hamas Trade Deadly Rocket Strikes as Tensions Mount Over Jerusalem",Voice of America,center
Gaza militants and children among 26 dead amid Israel and Hamas conflict,Washington Examiner,right
Rockets kill 2 Israelis; 28 die in Gaza as Israel hits Hamas,Associated Press Fact Check,left
Trump Says He Has Been Taking Unproven Drug to Ward Off Covid-19,New York Times (News),left
"Trump says he's taking hydroxychloroquine, the drug he touted as coronavirus treatment, despite FDA warnings",USA TODAY,left
Trump says he's been taking hydroxychloroquine for a 'couple of weeks' to prevent coronavirus,Washington Examiner,right
"Benghazi Attack, Revisited",FactCheck.org,center
Fact-checking claims about the attacks in Benghazi,PolitiFact,left
"Prison inmates, hospital workers and college students struggle without heat and water",The Texas Tribune,left
Lights come back on in Texas as water woes rise in the South,Associated Press,left
Abbott Asks Legislature to “Winterize” Generators for Texas Power System,The Texan,right
"On Veterans Day, 8 unforgettable photos of Americans returning from war",Washington Post,left
Remembering The 1st Veterans Memorialized By Veterans Day,NPR (Online News),left
Lt. Gen. John Kelly on Veteran’s Day 2010: A speech for the ages,Washington Examiner,right
"Hillary Clinton under fire for foreign donations, link to Russia uranium deal",Washington Times,right
Cash Flowed to Clinton Foundation Amid Russian Uranium Deal,New York Times (News),left
Clinton Faces Bad Headlines And More Questions Of Scandal,NPR (Online News),left
Larger iPhones and smartwatch unveiled,Fox News (Online News),right
"Apple releases Apple Watch, new supersized iPhones with payment system",Washington Post,left
Privacy in spotlight as Apple unveils new products,Politico,left
Minnesota Public Schools Changes Rules To Lay Off White Teachers Before Minorities,Washington Free Beacon,right
Minneapolis Teachers Outraged after Union Contract Suggests Race-Based Layoff Agreement,The Root,left
Report: Minneapolis teachers union contract structures layoffs by race,The Center Square - Minnesota,center
Obama renews push for nuclear arms cuts in Berlin speech,Fox News (Online News),right
"Obama calls for reducing U.S., Russian nukes",CNN (Online News),left
"In Berlin, Obama calls for dramatic nuclear cuts",Politico,left
Presidential debate: 5 things to watch Monday,Politico,left
"Obama, Romney look for foreign policy edge in final debate",Fox News (Online News),right
5 things to watch in tonight's debate,CNN (Online News),left
Bill Weld: Trump to face 2020 Republican challenge,BBC News,center
William Weld: Trump Needs Someone to Challenge His Stances,Newsmax (News),right
Trump Gets His First Official GOP Challenger With Bill Weld Announcement,HuffPost,left
Mike Pence Defends Donald Trump’s Immigration Stance as ‘Consistent’ on Principles,Wall Street Journal (News),center
Trump Goes Back To Original Immigration Position With Second 180 Flip,HuffPost,left
GOP VP nominee Mike Pence: ‘Nothing has changed’ in Donald Trump’s illegal immigration agenda,Washington Times,right
"McConnell rebukes RNC, calls Jan. 6 ‘violent insurrection’",Associated Press Fact Check,left
"McConnell: It is ""not the job"" of the RNC to single out GOP lawmakers",Axios,center
"Mitch McConnell slams RNC for Liz Cheney, Adam Kinzinger censure",New York Post (News),right
China Cracks Down Harder on Cryptocurrency With New Ban,New York Times (News),left
"China’s central bank says all cryptocurrency-related activities are illegal, vows harsh crackdown",CNBC,center
Bitcoin spirals as China declares crypto transactions illegal,Washington Examiner,right
Trade deficit reaches 10-year high despite Trump's tariffs and tough talk,Washington Examiner,right
Record imports push US trade gap to $55.5 billion in October,Associated Press,left
Remember when Trump said he’d fix the trade deficit? It just rose again.,ThinkProgress,left
A turning point in the political debate over surveillance,Washington Post,left
Analysis: NSA revelations undermine government's assurances of privacy,CNN (Online News),left
Obama faces Dem backlash over latest NSA revelations,Fox News (Online News),right
Saudi Arabia Is a Brutal Human-Rights Violator — and Trump Appreciates That,New York Magazine,left
"U.S. staying out of Saudi-Canada spat, but aware of human rights concerns",Washington Times,right
"Canada PM says will press Saudi Arabia on rights, offers olive branch",Reuters,center
Lawmakers condemn 'barbaric' killing of American aid worker held by ISIS,Fox News (Online News),right
U.S. Confirms Death of American Hostage Kayla Mueller,Wall Street Journal (News),center
Kayla Mueller's Parents Say They Have Been Notified Of Her Death,HuffPost,left
Top US general publicly contradicts controversial statement Biden made about American troops in Poland,The Blaze,right
US troops in Poland are training Ukrainians on how to use weapons sent by the West,CNN (Online News),left
"U.S. liaising with Ukrainian forces in Poland, Pentagon says",Reuters,center
"Government watchdog sues Trump, Kushner and WH to prevent records being destroyed",Axios,center
"Trump, Kushner, White House sued by watchdog to prevent illegal deletion of official emails, WhatsApp messages",The Hill,center
Watchdog and historical groups sue White House over preserving records,CBS News (Online),left
"Fauci on Trump's testing claim: 'We're going to be doing more testing, not less'",CNN (Online News),left
"Fauci hopeful for a vaccine by late 2020, early 2021",Associated Press,left
COVID-19 task force: Trump never ordered us to slow down testing,Washington Times,right
Donald Trump: FDA Move to Toughen Coronavirus Vaccine Approval Standards ‘a Political Move’,Breitbart News,right
Trump Accuses FDA Of Playing Politics With COVID-19 Vaccine Guidelines,NPR (Online News),left
F.D.A. to Release Stricter Guidelines for Emergency Vaccine Authorization,New York Times (News),left
3.2 Million Workers Filed Unemployment Claims Last Week,Wall Street Journal (News),center
"Jobless claims total 3.2M, down from historic highs but still extreme",Washington Examiner,right
Weekly unemployment claims rise by 3.2M as states move to reopen,Politico,left
"Kellyanne Conway, Long-Serving Trump Aide, Is Leaving the White House",New York Times (News),left
'Gratefully & humbly': Kellyanne Conway leaving White House,Washington Examiner,right
Top Trump aide Kellyanne Conway to leave White House,Associated Press,left
"Chinese Stock Plunge Forces a Trading Halt, and Global Markets Shudder",New York Times (News),left
Global Markets Tumble on China Volatility,Wall Street Journal (News),center
U.S. Stock Futures Plunge as China Volatility Hammers Global Stocks,Fox News (Online News),right
Joe Manchin demands climate provisions stripped from budget bill,New York Post (News),right
Joe Manchin's objections to a clean energy program threaten Biden's climate promises,NPR (Online News),left
Clean energy program likely to be dropped because of Manchin's objections,NBC News (Online),left
New Evidence Supports Credibility of Tara Reade's Allegation Against Biden,The Intercept,left
"Republicans hit Democrats, media after development in Biden sexual assault claim",Fox News (Online News),right
Biden's accuser says mother called into 'Larry King Live' in 1993 for advice after alleged sexual assault,CNN (Online News),left
Viewer's guide to Saturday's scattered voting,USA TODAY,left
"Expected wins for Clinton, Trump rivals in big Saturday balloting, but will it be enough?",Fox News (Online News),right
Voters Head to Primaries and Caucuses in 5 States,New York Times (News),left
Americans' Satisfaction With K-12 Education on Low Side,Gallup,center
Trust in teachers is plunging amid a culture war in education,Washington Post,left
American Adults’ Satisfaction With K-12 Public Education at 20-Year Low: Poll,The Epoch Times,right
Kyle Rittenhouse found not guilty on all counts after shooting dead two people during Kenosha unrest,The Guardian,left
Kyle Rittenhouse found not guilty on all counts,Axios,center
Kyle Rittenhouse found not guilty on all counts in Kenosha trial,Fox News (Online News),right
"Sen. Joe Manchin will vote for Supreme Court pick Ketanji Brown Jackson, boosting her confirmation chances",CNBC,center
Manchin backs Biden Supreme Court nominee Ketanji Brown Jackson,Fox News (Online News),right
Manchin says he will support Supreme Court nominee Judge Ketanji Brown Jackson,NPR (Online News),left
GOP votes to silence Elizabeth Warren for attacks on AG nominee Jeff Sessions,Washington Times,right
"McConnell Cuts Off Elizabeth Warren For Criticizing Sessions, Senate GOP Silences Her",HuffPost,left
Senate votes to shut up Elizabeth Warren,Politico,left
"Democrats, Republicans in tight races as Iowans prepare to caucus",Fox News (Online News),right
Insiders: Trump and Clinton will carry Iowa,Politico,left
5 Things That Could Define the 2016 Iowa Caucuses,ABC News (Online),left
Biden’s Saudi Arabia Opportunity,Politico,left
Joe Biden is right to go to Saudi Arabia,Financial Times,center
President Biden’s Saudi Arabia Flip Flop,Wall Street Journal (Opinion),right
Obama administration response blasted at Benghazi hearing,CNN (Online News),left
"Line Went Dead as Ambassador Said, Ã¢â‚¬ËœWeÃ¢â‚¬â„¢re Under AttackÃ¢â‚¬â„¢",New York Times (News),left
Latest on Benghazi: Whistleblowers give Congress blow-by-blow account of deadly diplomatic attack,Washington Times,right
Biden warns European allies that 'democratic progress is under assault',The Hill,center
"‘America First’ Diplomacy Is Over, Biden Tells G-7 Summit",The Daily Wire,right
Biden declares the era of Trump-style ‘America First’ diplomacy over.,New York Times (News),left
Trump gets deluge of boos upon entering MSG prior to UFC 244,The Hill,center
"TRUMP BEING BOOED AT UFC 244 EVENT A SURPRISE, SAYS POLITICAL SCIENTIST: 'THIS SHOULD BE HIS CROWD'",Newsweek,center
More cheers than boos greet President Trump at UFC 244 at MSG,New York Post (News),right
The dark side of ‘green energy’ and its threat to the nation’s environment,Deseret News,center
The world isn't moving fast enough on clean energy,CNN (Opinion),left
Localizing the green energy revolution,The Hill,center
Morality and politics: The story of Utah's Mormons in 2016,CNN (Online News),left
